,changeeconomy,econpersonalretro,changeimmig,controlimmig,effectseunhs,effectseuunemployment,effectseuimmigration,effectseuecon,happyeuleave
2825,1.5,1.0,1.0,1.0,6,1,1,3,1
2826,1.5,1.0,1.0,2.0,1,1,1,3,2
2827,1.0,1.0,-0.5,2.0,1,1,-1,-1,2
2828,1.0,1.0,2.0,2.0,3,1,-2,1,1
2829,-2.0,1.0,1.0,1.0,-2,2,1,-2,1
2830,1.0,1.0,1.0,1.0,1,1,1,1,1
2831,-0.5,-2.0,1.0,1.0,-2,1,1,-1,2
2832,1.0,1.0,1.0,2.0,1,1,-1,1,2
2833,1.0,1.0,-0.5,1.0,1,1,-1,1,2
2834,-0.5,-0.5,1.0,2.0,-1,1,1,-1,2
2835,1.0,1.0,0.5,2.0,1,1,-2,1,2
2836,-0.5,1.0,-0.5,2.0,1,1,1,-1,1
2837,-0.5,-0.5,0.5,1.0,1,1,-1,1,2
2838,1.0,1.0,2.0,1.0,3,1,-1,1,2
2839,-0.5,-0.5,2.0,2.0,1,1,-1,1,2
2840,1.0,1.0,1.0,1.0,1,1,-1,1,1
2841,-0.5,-0.5,1.0,1.0,-2,1,1,-1,2
2842,1.0,1.5,1.0,1.0,-1,1,1,-1,1
2843,-0.5,1.0,1.0,1.0,1,1,-1,1,1
2844,-0.5,1.0,1.0,1.0,1,1,1,3,1
2845,1.0,1.0,0.5,1.0,1,1,-1,1,1
2846,-0.5,1.5,1.0,1.0,1,1,1,1,2
2847,-0.5,1.0,1.0,0.5,1,1,1,-1,2
2848,-0.5,-0.5,1.0,1.0,1,1,-1,1,1
2849,-0.5,-0.5,1.0,1.0,1,1,1,-1,1
2850,1.0,1.0,-0.5,1.0,3,2,1,1,1
2851,-0.5,1.0,0.5,2.0,1,1,-1,1,1
2852,-0.5,1.5,1.0,2.0,-2,1,-1,-2,1
2853,-2.0,1.0,1.0,0.5,-2,-2,-1,-2,2
2854,1.0,-2.0,1.0,1.0,1,1,-1,1,1
2855,1.0,1.0,1.0,1.0,1,1,1,1,1
2856,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
2857,1.0,-0.5,1.0,1.0,1,1,1,1,1
2858,1.0,1.0,0.5,2.0,1,1,-1,1,1
2859,1.0,-2.0,1.0,2.0,-2,-1,1,-1,1
2860,1.0,1.5,2.0,2.0,3,1,-1,3,2
2861,-2.0,-0.5,2.0,1.0,-1,1,-1,-1,2
2862,1.0,1.0,2.0,1.0,6,-1,-2,3,2
2863,-0.5,-2.0,2.0,1.0,1,-1,-1,3,2
2864,-0.5,1.0,-0.5,2.0,3,-1,1,1,2
2865,1.0,1.0,2.0,2.0,1,1,-1,1,2
2866,1.5,6.0,-0.5,1.0,1,1,-1,3,2
2867,-0.5,1.0,2.0,2.0,1,-1,-1,3,2
2868,-0.5,-0.5,1.0,1.0,1,1,1,1,1
2869,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
2870,1.0,1.0,0.5,1.0,3,-1,-1,1,1
2871,-2.0,-0.5,1.0,0.5,-2,1,-1,-2,2
2872,-0.5,-0.5,1.0,1.0,1,1,-1,1,2
2873,1.0,1.0,1.0,0.5,1,1,1,1,1
2874,1.5,-2.0,2.0,0.5,1,-1,-1,3,2
2875,1.0,1.0,0.5,1.0,1,-1,-1,1,2
2876,1.0,1.0,1.0,1.0,-1,1,1,1,1
2877,-0.5,-0.5,1.0,2.0,1,1,-1,-1,1
2878,1.5,-0.5,-0.5,2.0,1,-1,-1,6,2
2879,1.5,1.0,2.0,2.0,3,1,1,3,2
2880,1.5,1.0,-0.5,2.0,3,1,-1,1,2
2881,-0.5,1.0,1.0,1.0,1,1,1,-1,2
2882,1.0,1.0,1.0,1.0,1,1,1,1,1
2883,1.0,1.0,1.0,1.0,1,1,1,-1,1
2884,1.0,-0.5,1.0,1.0,1,1,1,-1,2
2885,-0.5,1.0,1.0,1.0,-1,1,1,1,1
2886,1.0,1.0,-0.5,2.0,3,1,-1,1,1
2887,1.0,-2.0,1.0,2.0,3,1,1,1,1
2888,1.0,1.5,1.0,1.0,1,1,-1,1,1
2889,-0.5,-0.5,1.0,1.0,-1,1,1,1,1
2890,1.5,1.5,1.0,1.0,1,-1,-1,3,2
2891,-0.5,-2.0,1.0,2.0,1,1,1,1,1
2892,1.0,1.0,1.0,2.0,1,1,-1,3,2
2893,1.5,1.5,1.0,1.0,1,1,1,-1,1
2894,-0.5,1.0,2.0,1.0,1,1,1,-1,1
2895,1.0,-0.5,0.5,2.0,1,1,-1,1,2
2896,-0.5,-0.5,0.5,1.0,1,-2,1,1,2
2897,1.0,1.5,2.0,2.0,-2,1,-1,3,1
2898,1.0,1.0,0.5,1.0,1,1,-1,1,2
2899,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
2900,1.5,-0.5,2.0,1.0,3,1,-1,6,2
2901,-2.0,-0.5,2.0,2.0,1,-1,-1,1,2
2902,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
2903,1.0,1.0,1.0,1.0,1,1,1,1,1
2904,1.0,1.0,-0.5,1.0,-1,-1,-1,-1,1
2905,-0.5,1.0,-0.5,2.0,1,1,-1,3,1
2906,1.5,1.5,0.5,1.0,3,1,-1,3,1
2907,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
2908,1.0,1.0,2.0,1.0,1,1,-2,3,2
2909,1.0,1.0,1.0,1.0,1,1,-1,-1,1
2910,-2.0,-2.0,1.0,1.0,-2,2,1,-2,1
2911,-0.5,1.0,1.0,0.5,1,1,1,-1,1
2912,-2.0,-0.5,1.0,0.5,-2,2,1,-2,2
2913,-0.5,-0.5,1.0,2.0,-1,1,-1,1,2
2914,-0.5,-0.5,1.0,1.0,-1,-1,1,-1,1
2915,1.0,1.5,0.5,2.0,1,1,-1,1,1
2916,-0.5,-0.5,1.0,0.5,-1,1,1,-1,2
2917,-0.5,1.0,1.0,2.0,-2,1,-1,-2,2
2918,-0.5,1.0,2.0,1.0,-1,1,1,1,1
2919,1.5,-0.5,-2.0,1.0,1,-2,-1,3,2
2920,1.5,1.5,1.0,1.0,6,1,1,6,2
2921,-0.5,1.0,1.0,1.0,-1,1,-1,-1,2
2922,-0.5,-0.5,1.0,1.0,-1,2,1,-1,2
2923,1.0,1.0,1.0,1.0,3,1,-1,3,2
2924,-0.5,-2.0,1.0,1.0,-1,1,1,-2,1
2925,1.0,-0.5,0.5,2.0,1,1,1,-1,2
2926,1.0,1.0,1.0,1.0,1,1,1,1,1
2927,1.5,1.5,-0.5,2.0,3,-1,-1,3,1
2928,-0.5,1.0,1.0,2.0,-1,1,-1,-1,1
2929,1.0,1.0,0.5,2.0,3,1,-1,1,2
2930,1.5,1.0,-2.0,1.0,3,1,-1,1,2
2931,-2.0,-2.0,-2.0,1.0,-1,-1,1,-1,1
2932,1.0,1.0,0.5,1.0,3,1,-1,-1,1
2933,1.0,1.0,1.0,1.0,-1,1,1,-1,2
2934,-0.5,1.0,0.5,2.0,6,1,-1,3,1
2935,1.0,1.0,0.5,1.0,1,1,1,1,2
2936,-0.5,-0.5,1.0,1.0,1,1,1,1,1
2937,-2.0,-2.0,1.0,1.0,-1,1,1,1,2
2938,-0.5,-0.5,1.0,1.0,1,1,1,3,1
2939,-0.5,1.0,1.0,0.5,1,1,1,-1,2
2940,-0.5,1.0,1.0,2.0,-1,-1,1,-1,2
2941,1.0,1.0,-0.5,2.0,1,1,-1,-1,1
2942,-2.0,-0.5,-2.0,2.0,-1,1,-2,-2,2
2943,1.0,6.0,-0.5,2.0,1,1,-1,1,2
2944,1.0,-0.5,-2.0,2.0,3,-1,-1,1,1
2945,-2.0,-0.5,0.5,1.0,1,1,-1,1,1
2946,1.0,1.0,2.0,1.0,1,1,-1,1,1
2947,-0.5,1.0,-0.5,1.0,-1,1,-1,-1,1
2948,1.0,-0.5,1.0,1.0,-1,1,1,-1,1
2949,-0.5,-0.5,1.0,0.5,1,1,-1,-1,1
2950,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
2951,1.0,-0.5,0.5,1.0,3,1,1,1,1
2952,-0.5,-0.5,-0.5,0.5,-2,1,-1,-2,2
2953,1.0,1.0,0.5,1.0,1,1,1,1,1
2954,1.0,1.0,1.0,2.0,1,1,-1,1,2
2955,1.0,1.0,1.0,1.0,1,1,1,1,1
2956,-0.5,-0.5,-0.5,1.0,1,-1,-1,3,2
2957,-0.5,1.0,1.0,1.0,-2,-1,1,-1,2
2958,-2.0,1.0,1.0,2.0,3,1,-1,1,1
2959,1.0,1.0,1.0,1.0,1,1,1,1,1
2960,-0.5,-0.5,-0.5,1.0,-2,2,1,-1,2
2961,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
2962,1.0,1.0,0.5,1.0,-1,-1,-1,-1,1
2963,1.0,1.0,1.0,1.0,1,1,1,1,1
2964,-0.5,1.0,-0.5,0.5,-2,1,1,-1,2
2965,1.5,1.5,0.5,0.5,-1,1,1,-1,1
2966,1.0,-0.5,1.0,1.0,1,1,-1,1,1
2967,1.0,1.0,1.0,2.0,1,1,1,3,2
2968,1.0,1.0,1.0,2.0,3,-1,-1,-1,2
2969,-0.5,-0.5,1.0,2.0,-1,1,-1,1,2
2970,1.5,-0.5,1.0,1.0,6,-1,-1,3,2
2971,1.5,1.0,-0.5,1.0,3,1,1,3,2
2972,1.0,1.0,0.5,2.0,1,1,-1,1,2
2973,1.0,-0.5,-0.5,2.0,1,1,-1,1,1
2974,-0.5,-0.5,1.0,2.0,-1,2,-1,-1,1
2975,1.0,1.0,0.5,1.0,1,1,1,3,1
2976,-2.0,-2.0,-0.5,0.5,-2,1,-1,-2,2
2977,1.0,1.0,0.5,1.0,1,1,1,3,1
2978,-0.5,1.5,1.0,1.0,1,1,1,1,1
2979,-2.0,-0.5,1.0,0.5,-1,2,1,-1,1
2980,-2.0,-2.0,-0.5,2.0,-2,2,2,-2,2
2981,1.0,1.0,2.0,2.0,3,1,-1,3,2
2982,6.0,1.5,1.0,1.0,1,1,1,3,2
2983,-2.0,-2.0,1.0,0.5,-2,2,1,-2,2
2984,-0.5,1.0,-0.5,1.0,-1,1,1,-1,1
2985,1.0,1.5,1.0,1.0,1,1,1,1,1
2986,-0.5,1.0,2.0,1.0,6,1,-2,6,2
2987,1.0,1.0,1.0,1.0,3,1,-1,-1,1
2988,1.0,1.0,1.0,1.0,3,1,1,3,2
2989,-0.5,1.0,1.0,0.5,1,1,1,-1,2
2990,-0.5,-0.5,1.0,2.0,3,1,-1,3,2
2991,-0.5,1.0,1.0,1.0,-2,1,1,1,1
2992,1.0,1.5,2.0,2.0,3,-1,-1,3,2
2993,1.0,1.0,1.0,1.0,1,1,1,1,1
2994,6.0,1.5,2.0,1.0,6,-2,-2,6,2
2995,1.0,1.5,0.5,2.0,1,1,-1,1,1
2996,-0.5,1.0,-0.5,2.0,1,1,-1,1,2
2997,1.0,1.0,1.0,2.0,1,1,-1,3,2
2998,-0.5,1.0,1.0,0.5,-2,2,-2,-2,2
2999,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
3000,-0.5,1.0,0.5,2.0,1,-1,-1,-1,1
3001,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
3002,-2.0,-0.5,1.0,2.0,-1,1,-1,-1,1
3003,-0.5,-0.5,-0.5,2.0,-1,1,-1,-1,1
3004,1.5,1.5,-2.0,1.0,1,1,1,1,1
3005,1.5,1.5,-0.5,2.0,1,1,-1,3,2
3006,-2.0,-0.5,-0.5,1.0,-1,1,-1,-1,2
3007,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
3008,-0.5,-0.5,1.0,2.0,-1,1,1,-1,1
3009,1.0,1.0,1.0,1.0,1,1,1,1,1
3010,-0.5,-0.5,-0.5,1.0,-1,1,-1,-1,2
3011,-0.5,-0.5,0.5,2.0,-1,-1,-1,-1,1
3012,1.0,1.0,1.0,1.0,1,1,1,1,1
3013,-2.0,1.0,1.0,0.5,-1,1,1,-1,2
3014,-2.0,-0.5,0.5,2.0,1,1,1,1,2
3015,-0.5,-0.5,0.5,1.0,6,-1,-2,3,2
3016,1.0,1.5,1.0,1.0,1,1,1,1,1
3017,-2.0,1.0,1.0,1.0,-1,2,1,-1,2
3018,1.0,-0.5,1.0,1.0,1,1,1,-1,1
3019,1.0,1.0,-0.5,2.0,1,1,1,1,1
3020,1.0,1.0,2.0,2.0,1,1,-2,3,2
3021,1.0,1.5,1.0,1.0,1,1,1,3,1
3022,-2.0,-0.5,0.5,1.0,1,1,1,-2,2
3023,-0.5,-0.5,1.0,0.5,-2,2,1,-2,1
3024,-0.5,-2.0,1.0,0.5,-2,2,1,-1,1
3025,1.0,1.0,0.5,2.0,3,1,-1,1,1
3026,1.0,1.0,1.0,1.0,1,1,1,1,1
3027,-0.5,-0.5,1.0,1.0,1,1,1,1,1
3028,1.0,1.0,1.0,2.0,1,1,1,1,1
3029,1.0,1.0,1.0,1.0,1,1,-1,-1,1
3030,-0.5,1.0,0.5,0.5,1,1,1,3,1
3031,1.0,1.5,1.0,1.0,1,1,1,1,1
3032,-2.0,1.0,1.0,1.0,-2,2,1,-2,2
3033,1.0,1.0,1.0,2.0,-1,1,1,-1,1
3034,-2.0,-2.0,0.5,1.0,-2,2,2,-2,2
3035,-2.0,-0.5,2.0,1.0,-1,1,-1,-1,1
3036,-2.0,1.0,-0.5,2.0,1,1,-1,-1,2
3037,1.0,-0.5,2.0,1.0,3,-2,-2,3,2
3038,-0.5,1.0,-0.5,1.0,-2,1,-1,-1,1
3039,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
3040,1.0,1.0,1.0,1.0,1,1,1,1,1
3041,1.0,1.0,1.0,1.0,1,1,1,1,1
3042,-0.5,1.0,1.0,1.0,1,1,1,-1,1
3043,1.5,1.0,0.5,1.0,3,-1,-1,3,2
3044,-2.0,1.0,1.0,0.5,-2,1,1,-1,2
3045,-2.0,1.0,-0.5,2.0,-1,2,-1,-1,1
3046,1.0,1.0,1.0,1.0,1,1,1,3,1
3047,-2.0,6.0,1.0,2.0,-1,-1,-1,-1,2
3048,1.5,1.5,-0.5,1.0,1,-1,-1,3,2
3049,-0.5,1.5,1.0,1.0,1,1,-1,-1,2
3050,1.0,-0.5,1.0,2.0,1,-1,-1,-1,1
3051,1.5,6.0,0.5,1.0,6,-2,-1,6,2
3052,-0.5,1.0,1.0,2.0,-1,1,1,-1,1
3053,-2.0,-2.0,0.5,0.5,-1,1,1,-1,2
3054,1.0,1.0,1.0,0.5,1,1,1,1,2
3055,-0.5,1.0,1.0,1.0,-1,1,-2,-1,1
3056,1.0,1.0,1.0,2.0,1,1,1,1,1
3057,-0.5,1.0,0.5,1.0,3,-1,-2,3,2
3058,-0.5,1.0,0.5,1.0,3,1,-1,1,1
3059,-2.0,1.0,-0.5,1.0,-2,2,-1,-2,1
3060,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
3061,1.0,1.5,1.0,2.0,6,1,1,1,2
3062,-0.5,-0.5,0.5,2.0,1,1,-1,1,1
3063,1.0,-0.5,0.5,1.0,1,1,1,1,2
3064,-0.5,-0.5,1.0,1.0,-2,1,1,-1,1
3065,-0.5,-0.5,-0.5,1.0,1,1,-1,-1,1
3066,-0.5,6.0,1.0,0.5,-2,1,1,-2,1
3067,1.0,1.0,0.5,1.0,1,1,1,1,1
3068,-0.5,-0.5,1.0,2.0,3,1,-1,1,2
3069,1.0,1.0,0.5,2.0,1,1,1,1,2
3070,-0.5,-0.5,0.5,0.5,1,1,1,-1,1
3071,-2.0,-0.5,1.0,1.0,-2,2,1,6,2
3072,1.0,1.0,1.0,2.0,1,1,-1,1,1
3073,-0.5,-0.5,1.0,1.0,1,1,1,1,1
3074,1.0,1.0,2.0,1.0,3,1,-1,3,2
3075,1.0,-2.0,0.5,1.0,1,1,1,1,1
3076,1.5,1.0,0.5,2.0,1,1,-1,3,2
3077,-2.0,-2.0,1.0,1.0,1,1,1,1,1
3078,-0.5,-0.5,-0.5,1.0,1,1,2,-1,1
3079,1.0,1.0,0.5,1.0,3,1,1,1,1
3080,1.0,1.0,0.5,1.0,1,1,1,1,2
3081,-0.5,1.0,1.0,1.0,-2,1,1,-1,1
3082,-0.5,1.0,2.0,1.0,3,-1,1,3,1
3083,1.0,-0.5,1.0,2.0,1,1,-1,1,2
3084,-2.0,-2.0,0.5,0.5,-2,2,2,-2,2
3085,-2.0,-2.0,-0.5,1.0,-2,2,1,-2,2
3086,-2.0,-2.0,1.0,2.0,-1,1,1,-1,1
3087,1.0,1.0,1.0,2.0,1,1,-1,1,1
3088,1.0,1.0,2.0,1.0,3,1,-1,3,2
3089,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
3090,1.5,1.5,-0.5,1.0,1,1,-1,1,1
3091,1.5,1.5,1.0,0.5,-1,2,1,-1,2
3092,1.0,1.0,1.0,1.0,1,1,1,1,1
3093,-0.5,1.0,-0.5,1.0,-1,1,1,-1,1
3094,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
3095,1.0,1.0,1.0,2.0,1,1,1,1,1
3096,1.0,1.0,0.5,0.5,-1,1,1,-1,2
3097,-2.0,1.0,1.0,0.5,-1,1,1,-1,1
3098,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
3099,1.0,-0.5,0.5,1.0,-1,1,-1,1,1
3100,-0.5,-0.5,1.0,2.0,3,1,-1,1,1
3101,-2.0,-0.5,1.0,1.0,-1,2,1,-1,2
3102,-2.0,1.0,1.0,1.0,-2,1,1,1,1
3103,-2.0,-0.5,1.0,0.5,-1,1,1,-2,1
3104,-2.0,-0.5,-0.5,1.0,-2,1,1,-2,2
3105,-2.0,-0.5,1.0,1.0,-2,-1,1,-2,2
3106,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
3107,-0.5,1.0,1.0,0.5,1,1,1,1,1
3108,-2.0,-2.0,1.0,1.0,-1,1,1,-1,2
3109,1.0,1.0,2.0,0.5,1,1,1,1,2
3110,-0.5,1.0,1.0,1.0,1,1,1,-1,1
3111,-2.0,1.0,0.5,2.0,3,-1,1,1,1
3112,1.0,-2.0,-0.5,1.0,1,2,-1,-1,1
3113,-0.5,1.5,-0.5,0.5,-1,1,1,-1,1
3114,-0.5,1.0,-0.5,1.0,-1,1,-1,-1,2
3115,-2.0,-2.0,1.0,2.0,1,1,-1,-1,1
3116,1.0,1.0,-0.5,2.0,1,1,-1,1,2
3117,1.0,-0.5,1.0,1.0,-1,2,1,-2,1
3118,-0.5,6.0,0.5,1.0,1,-1,1,-1,1
3119,-2.0,-2.0,1.0,1.0,-2,2,-1,-2,1
3120,-0.5,1.0,1.0,1.0,-1,2,1,-2,2
3121,-2.0,1.0,1.0,2.0,-2,1,1,-1,2
3122,-0.5,1.0,2.0,1.0,3,-1,2,3,2
3123,1.0,1.0,2.0,1.0,3,1,-1,1,2
3124,1.0,1.0,2.0,2.0,1,1,-1,3,2
3125,-2.0,-2.0,1.0,1.0,-1,-2,1,-2,1
3126,1.0,1.0,-0.5,1.0,3,1,1,1,2
3127,-0.5,1.5,0.5,2.0,1,1,1,3,2
3128,1.0,1.5,1.0,2.0,1,1,-1,1,1
3129,1.0,1.0,-0.5,2.0,1,1,1,1,1
3130,-0.5,1.0,1.0,1.0,1,1,1,-1,1
3131,1.0,6.0,2.0,1.0,1,1,1,1,2
3132,1.0,1.0,0.5,1.0,1,1,1,3,1
3133,1.0,1.0,1.0,1.0,1,1,1,1,1
3134,1.0,-0.5,0.5,1.0,1,1,-1,1,1
3135,1.5,1.0,-0.5,2.0,3,-1,-1,3,1
3136,-0.5,-0.5,1.0,1.0,-2,1,1,-1,1
3137,-2.0,-2.0,1.0,2.0,-2,1,-1,-2,2
3138,-0.5,1.0,1.0,1.0,1,1,-2,1,1
3139,-2.0,-2.0,1.0,1.0,-2,2,2,-2,1
3140,1.5,1.0,2.0,1.0,3,1,-1,3,2
3141,-0.5,1.0,1.0,1.0,-1,1,-1,-1,2
3142,-0.5,1.0,1.0,2.0,1,1,1,-2,1
3143,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
3144,1.0,1.0,1.0,1.0,1,1,1,1,1
3145,1.5,1.5,1.0,1.0,3,-1,-1,3,2
3146,-2.0,-0.5,-0.5,2.0,1,1,-1,1,1
3147,1.0,1.0,1.0,2.0,6,-1,1,6,2
3148,-0.5,-0.5,-0.5,2.0,1,1,-1,-1,1
3149,1.5,1.0,0.5,1.0,3,1,-1,3,2
3150,-0.5,-2.0,0.5,1.0,3,1,1,1,2
3151,-2.0,1.0,1.0,1.0,-2,1,1,-1,2
3152,-2.0,-2.0,2.0,1.0,3,-1,-1,3,2
3153,-0.5,1.0,0.5,2.0,1,1,1,1,1
3154,1.0,1.0,1.0,2.0,3,1,-1,3,2
3155,1.0,1.0,1.0,1.0,1,1,1,1,1
3156,1.0,1.0,-2.0,1.0,1,1,1,1,2
3157,1.0,1.0,1.0,2.0,1,1,1,1,1
3158,-0.5,-2.0,1.0,1.0,3,1,-1,1,2
3159,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
3160,-2.0,-2.0,-0.5,0.5,-2,2,-1,-2,2
3161,-0.5,1.0,1.0,1.0,-1,1,-1,-1,2
3162,-0.5,1.0,1.0,2.0,1,1,1,-1,1
3163,-0.5,-0.5,1.0,2.0,-1,1,-1,-1,1
3164,1.5,-0.5,-0.5,1.0,1,1,-1,-1,2
3165,-0.5,1.0,-0.5,0.5,-2,2,-1,-2,2
3166,1.0,1.0,1.0,0.5,1,1,1,1,2
3167,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
3168,-2.0,-0.5,-0.5,2.0,-2,2,1,-2,2
3169,-2.0,1.0,1.0,1.0,-2,2,1,-2,2
3170,1.5,1.0,2.0,1.0,3,-1,-1,3,2
3171,-2.0,1.5,1.0,0.5,-2,2,-1,-1,2
3172,-2.0,1.0,1.0,0.5,-2,2,1,-2,2
3173,-2.0,-0.5,1.0,0.5,1,1,1,-2,2
3174,-0.5,1.0,1.0,0.5,1,1,1,-1,1
3175,1.0,-0.5,1.0,0.5,-1,1,1,-1,1
3176,1.0,-0.5,0.5,1.0,1,1,-1,3,2
3177,1.0,1.0,1.0,2.0,1,1,-1,1,2
3178,-0.5,-0.5,1.0,1.0,-2,1,1,-2,1
3179,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
3180,-0.5,1.0,-0.5,1.0,-2,2,1,-2,2
3181,-0.5,-0.5,-0.5,2.0,-2,1,-1,-1,1
3182,-0.5,1.0,1.0,1.0,-1,1,-1,-1,2
3183,1.5,1.0,2.0,1.0,1,-1,1,1,2
3184,-0.5,1.0,0.5,1.0,-1,1,1,1,1
3185,-0.5,1.5,-0.5,1.0,-1,-1,-1,-1,1
3186,1.0,-0.5,2.0,1.0,1,1,1,1,1
3187,1.0,1.0,2.0,1.0,-1,1,1,-1,2
3188,-0.5,-0.5,1.0,0.5,-1,1,-1,-1,1
3189,-2.0,-0.5,1.0,0.5,-2,1,1,-1,1
3190,1.5,1.5,0.5,1.0,3,1,-1,6,2
3191,1.0,1.0,0.5,1.0,1,1,1,1,1
3192,-0.5,-0.5,1.0,2.0,1,-1,-1,-1,1
3193,1.5,1.0,1.0,1.0,6,-2,1,6,2
3194,-0.5,-2.0,0.5,1.0,1,1,1,1,1
3195,1.0,-2.0,1.0,1.0,1,-1,-1,1,1
3196,1.0,-0.5,2.0,1.0,6,-1,-2,6,2
3197,1.0,-0.5,1.0,2.0,1,1,-1,1,2
3198,1.5,1.0,1.0,2.0,3,-1,-1,3,2
3199,-0.5,-0.5,1.0,2.0,-2,1,1,-1,2
3200,1.0,1.0,1.0,1.0,1,1,1,1,1
3201,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
3202,1.0,1.0,1.0,2.0,1,1,-1,1,2
3203,-0.5,1.0,0.5,1.0,1,1,-1,1,1
3204,-0.5,-0.5,1.0,1.0,1,1,1,-1,1
3205,1.0,1.0,2.0,1.0,1,-1,-1,1,2
3206,1.0,-0.5,1.0,1.0,-1,1,1,1,1
3207,-0.5,6.0,1.0,1.0,1,1,1,-1,1
3208,1.5,1.0,1.0,1.0,1,-1,-1,1,1
3209,1.0,1.5,0.5,1.0,-1,1,1,-1,1
3210,1.0,1.5,0.5,2.0,1,1,-1,1,2
3211,1.0,1.0,-0.5,1.0,3,1,-1,3,1
3212,-2.0,-0.5,1.0,1.0,-1,1,-1,-2,1
3213,-0.5,1.0,-0.5,1.0,-1,1,1,-1,2
3214,1.0,1.0,1.0,2.0,1,1,-1,1,2
3215,1.0,-0.5,1.0,0.5,1,1,1,1,1
3216,-0.5,1.0,1.0,0.5,1,1,1,1,2
3217,1.0,1.0,-0.5,1.0,1,1,-1,1,1
3218,1.0,1.0,0.5,2.0,3,1,-1,1,1
3219,-0.5,1.0,0.5,1.0,1,1,1,-1,1
3220,-2.0,-0.5,0.5,2.0,1,1,1,-1,2
3221,1.0,1.0,1.0,1.0,1,1,1,1,2
3222,1.0,1.0,-0.5,2.0,3,-1,-1,1,2
3223,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
3224,1.5,1.0,1.0,2.0,3,1,-1,3,2
3225,1.0,-0.5,0.5,1.0,6,-1,1,3,1
3226,1.0,1.0,1.0,2.0,1,1,-1,1,1
3227,1.0,-0.5,2.0,1.0,1,1,1,1,2
3228,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
3229,1.0,1.5,0.5,0.5,3,1,-1,1,1
3230,-0.5,-0.5,1.0,2.0,-1,1,1,-1,1
3231,1.0,1.0,1.0,2.0,1,1,1,1,2
3232,1.5,1.0,1.0,1.0,3,-1,-1,3,2
3233,-2.0,1.0,1.0,1.0,-2,2,1,-2,1
3234,-2.0,-2.0,1.0,2.0,-1,1,1,1,2
3235,1.5,1.5,2.0,1.0,1,-1,-1,3,2
3236,1.5,1.0,1.0,2.0,3,-1,1,3,1
3237,1.0,1.0,0.5,2.0,1,-1,1,1,1
3238,1.0,1.0,1.0,1.0,1,1,1,1,1
3239,-0.5,1.0,-0.5,1.0,-1,1,1,-1,2
3240,-0.5,-0.5,-0.5,2.0,1,1,1,-1,1
3241,-2.0,-0.5,2.0,1.0,1,1,1,-1,2
3242,-0.5,1.0,1.0,1.0,-2,1,1,-1,2
3243,-0.5,-0.5,-0.5,1.0,-1,1,1,-1,2
3244,1.0,-0.5,1.0,2.0,3,1,-1,3,1
3245,1.0,1.0,0.5,1.0,3,-1,-1,1,1
3246,1.0,1.5,-0.5,2.0,1,1,-1,1,2
3247,1.0,1.5,1.0,1.0,1,1,1,-1,1
3248,1.0,-0.5,0.5,1.0,1,1,-1,1,2
3249,-0.5,-2.0,-0.5,1.0,1,1,-1,1,2
3250,1.0,1.0,1.0,1.0,-1,1,1,-1,2
3251,1.0,1.5,1.0,1.0,1,1,1,1,1
3252,1.0,-0.5,0.5,1.0,3,1,1,3,1
3253,-0.5,-0.5,2.0,1.0,3,1,-1,1,2
3254,1.0,1.0,1.0,1.0,3,1,1,3,1
3255,1.0,-0.5,1.0,1.0,1,1,1,1,1
3256,-0.5,1.0,1.0,0.5,-1,1,1,-1,1
3257,-0.5,-2.0,-0.5,0.5,-1,1,1,-1,1
3258,1.0,1.0,1.0,1.0,1,1,1,1,1
3259,-2.0,-0.5,0.5,0.5,1,1,1,-1,2
3260,1.0,1.0,-0.5,1.0,1,-1,-1,1,2
3261,1.0,-0.5,1.0,2.0,1,-1,1,3,2
3262,1.0,1.0,0.5,2.0,3,-1,-1,3,2
3263,1.0,1.0,1.0,1.0,-1,-2,-2,-1,1
3264,1.0,1.0,1.0,1.0,1,1,1,1,1
3265,-2.0,-0.5,1.0,1.0,-1,2,2,-2,2
3266,-0.5,-0.5,0.5,2.0,3,1,-2,3,2
3267,-0.5,-2.0,1.0,1.0,-2,1,1,-1,2
