,changeeconomy,econpersonalretro,changeimmig,controlimmig,effectseunhs,effectseuunemployment,effectseuimmigration,effectseuecon,happyeuleave
27402,6.0,1.0,2.0,2.0,3,1,-1,3,2
27403,-0.5,1.0,-0.5,0.5,-1,1,1,-1,2
27404,1.0,1.5,2.0,1.0,6,-1,1,3,2
27405,-2.0,1.0,-0.5,1.0,1,-1,-1,-1,1
27406,-2.0,-2.0,1.0,0.5,-2,2,1,-2,2
27407,-2.0,-2.0,1.0,1.0,1,1,1,-2,2
27408,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
27409,-2.0,-0.5,-0.5,1.0,-2,2,-1,-2,1
27410,1.0,-2.0,1.0,1.0,3,1,1,-1,1
27411,1.5,1.5,1.0,1.0,1,-1,1,3,2
27412,1.0,-0.5,1.0,1.0,1,1,1,1,1
27413,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27414,1.0,1.0,0.5,0.5,3,1,1,3,2
27415,-2.0,-2.0,1.0,1.0,-2,2,1,-2,1
27416,-0.5,6.0,0.5,2.0,1,1,-1,-1,1
27417,-2.0,1.0,1.0,1.0,-2,2,1,-2,1
27418,1.0,6.0,1.0,2.0,1,1,-1,1,2
27419,-0.5,1.0,1.0,1.0,1,1,1,1,2
27420,1.0,-2.0,2.0,1.0,-1,-1,-2,3,1
27421,1.0,1.0,1.0,1.0,1,1,1,3,1
27422,-0.5,6.0,-0.5,0.5,-1,1,-2,-1,1
27423,-0.5,1.5,0.5,1.0,1,1,-1,-1,1
27424,-0.5,-0.5,0.5,1.0,1,1,1,1,1
27425,-2.0,1.0,2.0,1.0,1,1,1,1,1
27426,1.0,-0.5,1.0,2.0,1,1,1,1,1
27427,-0.5,-0.5,0.5,2.0,-1,1,-1,1,2
27428,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27429,-0.5,1.0,1.0,1.0,1,1,1,1,1
27430,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
27431,1.5,1.0,1.0,1.0,6,-1,1,6,2
27432,1.0,-0.5,2.0,1.0,3,1,1,3,2
27433,-2.0,1.0,1.0,2.0,-2,2,1,-2,2
27434,1.5,1.5,0.5,2.0,-1,1,1,1,1
27435,1.0,1.0,-0.5,2.0,1,1,-1,1,1
27436,1.0,1.0,2.0,2.0,1,1,-1,1,1
27437,1.5,1.5,1.0,2.0,3,1,-1,3,2
27438,1.0,1.0,0.5,0.5,1,1,1,-1,1
27439,-2.0,-0.5,1.0,0.5,-2,2,1,-2,2
27440,-0.5,-2.0,2.0,1.0,-1,1,1,-1,1
27441,6.0,-0.5,0.5,1.0,3,1,1,1,2
27442,1.0,-0.5,-0.5,2.0,1,1,-1,1,2
27443,1.0,1.0,2.0,2.0,1,-1,-1,3,2
27444,-0.5,1.0,1.0,1.0,1,1,1,1,1
27445,-0.5,1.0,0.5,2.0,1,1,1,1,1
27446,-0.5,1.5,1.0,2.0,-1,1,-1,1,2
27447,1.0,-0.5,1.0,1.0,-1,1,1,-1,1
27448,1.0,1.0,1.0,0.5,1,-1,1,-1,2
27449,1.5,-0.5,0.5,2.0,3,1,-1,3,2
27450,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
27451,1.0,1.0,2.0,1.0,3,-1,-2,6,2
27452,-0.5,-0.5,0.5,1.0,3,1,-1,3,2
27453,1.0,1.0,0.5,2.0,1,1,-1,1,1
27454,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27455,1.0,1.0,1.0,2.0,3,1,1,3,2
27456,-0.5,1.5,1.0,1.0,1,1,-1,-1,1
27457,1.0,1.0,2.0,1.0,3,1,-2,3,2
27458,1.0,1.0,1.0,0.5,-2,-1,1,-1,1
27459,-0.5,1.0,0.5,1.0,1,1,1,1,2
27460,1.0,1.0,0.5,1.0,1,1,-1,1,1
27461,1.0,1.0,1.0,1.0,1,1,1,1,2
27462,1.0,1.0,0.5,1.0,1,1,-1,3,2
27463,-0.5,1.0,-0.5,0.5,-1,-1,-1,-1,1
27464,-0.5,-0.5,0.5,2.0,-1,1,-1,-1,2
27465,1.0,6.0,0.5,1.0,-1,1,-1,1,2
27466,-2.0,1.0,0.5,1.0,-1,-1,1,-1,1
27467,1.0,1.5,1.0,1.0,1,1,1,1,1
27468,1.5,6.0,1.0,2.0,1,1,-1,1,1
27469,-2.0,1.0,2.0,1.0,6,-2,-2,6,2
27470,1.0,1.5,1.0,1.0,3,1,1,6,1
27471,1.0,1.0,2.0,2.0,3,-1,-1,3,2
27472,1.0,1.0,1.0,1.0,1,1,1,1,1
27473,-2.0,1.5,1.0,1.0,-2,2,1,-2,2
27474,-0.5,-2.0,1.0,0.5,-2,1,1,-2,2
27475,1.0,1.0,1.0,0.5,1,1,1,1,2
27476,-0.5,1.0,0.5,1.0,3,1,1,1,2
27477,1.0,1.0,1.0,1.0,1,1,1,1,2
27478,-0.5,-0.5,0.5,2.0,3,1,1,3,1
27479,1.0,-2.0,-0.5,2.0,1,1,1,1,2
27480,-0.5,1.5,1.0,0.5,-2,2,1,-2,1
27481,1.0,-0.5,0.5,1.0,1,1,1,1,1
27482,-0.5,-0.5,2.0,2.0,3,1,-1,1,2
27483,-2.0,-0.5,1.0,2.0,-1,1,1,-1,1
27484,1.0,1.0,1.0,2.0,1,1,-1,1,1
27485,1.0,1.5,1.0,1.0,1,1,1,1,1
27486,1.0,1.0,0.5,1.0,6,-1,-2,3,2
27487,-0.5,-2.0,1.0,1.0,-1,1,1,-1,2
27488,1.0,1.0,0.5,1.0,3,-1,-1,3,2
27489,-2.0,-0.5,0.5,1.0,1,1,1,1,1
27490,-0.5,-2.0,1.0,1.0,1,1,1,1,1
27491,-2.0,1.5,2.0,0.5,-2,2,2,-2,1
27492,1.0,-0.5,0.5,1.0,1,1,-1,3,1
27493,-0.5,1.5,1.0,1.0,-2,1,1,-2,2
27494,1.0,1.5,-0.5,2.0,6,-2,-2,6,2
27495,1.5,1.5,-0.5,1.0,1,1,-1,3,2
27496,-2.0,-0.5,1.0,0.5,-2,2,-1,-2,1
27497,1.0,1.0,0.5,2.0,1,-1,-1,1,1
27498,1.0,1.0,2.0,2.0,3,-1,-1,3,2
27499,-2.0,-2.0,1.0,1.0,-2,2,1,-2,1
27500,-0.5,1.0,0.5,1.0,1,1,1,1,1
27501,-0.5,1.0,0.5,1.0,3,1,-1,3,2
27502,1.0,1.0,1.0,1.0,1,1,-1,6,2
27503,-0.5,-0.5,1.0,1.0,-2,2,-2,-2,2
27504,1.5,1.0,0.5,1.0,3,-1,1,3,2
27505,1.5,1.0,-0.5,2.0,3,-1,-1,3,2
27506,1.0,1.0,0.5,1.0,1,1,1,1,2
27507,1.0,-2.0,2.0,2.0,-1,1,1,-1,2
27508,1.0,1.0,0.5,1.0,1,1,-2,1,2
27509,-0.5,1.0,1.0,1.0,6,-1,-1,3,1
27510,1.0,1.0,2.0,1.0,1,-2,-2,6,2
27511,-0.5,-0.5,2.0,1.0,3,-1,-1,3,2
27512,-2.0,1.0,-0.5,0.5,-2,2,1,-2,2
27513,1.0,1.0,0.5,0.5,-1,2,1,-2,2
27514,1.0,1.0,1.0,1.0,1,1,-1,-1,2
27515,1.5,1.0,1.0,2.0,3,1,1,3,2
27516,1.0,1.0,1.0,1.0,1,1,1,1,2
27517,1.0,1.0,1.0,1.0,6,2,2,1,1
27518,-0.5,-0.5,1.0,1.0,1,1,1,-1,1
27519,-2.0,-0.5,1.0,2.0,1,1,1,3,2
27520,-2.0,1.0,-0.5,1.0,-2,2,-2,-2,1
27521,1.0,1.0,0.5,1.0,1,1,1,1,1
27522,-0.5,-0.5,1.0,2.0,-2,2,1,-2,2
27523,1.5,1.0,0.5,1.0,3,1,1,3,2
27524,-0.5,-0.5,1.0,1.0,-2,1,1,-2,1
27525,1.5,1.0,-0.5,1.0,3,1,-1,1,2
27526,-2.0,-0.5,1.0,2.0,-2,1,1,-2,1
27527,-2.0,-0.5,1.0,1.0,-1,2,1,-1,1
27528,-0.5,1.5,1.0,1.0,-1,1,1,-1,2
27529,1.0,1.5,1.0,1.0,3,1,1,3,2
27530,1.0,1.0,1.0,1.0,1,1,-1,3,2
27531,1.5,1.0,-0.5,2.0,1,1,-1,1,2
27532,1.0,1.0,1.0,2.0,1,1,1,1,2
27533,1.0,-2.0,1.0,1.0,1,1,1,1,1
27534,1.0,1.5,1.0,0.5,1,1,-1,-1,1
27535,-0.5,1.0,0.5,1.0,-1,1,1,1,1
27536,-2.0,-2.0,2.0,0.5,-2,-1,-1,-2,2
27537,-2.0,-2.0,0.5,2.0,1,1,-1,3,2
27538,1.0,1.5,-0.5,2.0,1,1,-1,1,1
27539,-0.5,1.0,0.5,1.0,1,1,1,-1,2
27540,-2.0,-0.5,1.0,1.0,-1,1,1,-1,1
27541,1.0,1.0,2.0,1.0,6,-1,-1,6,2
27542,-2.0,1.0,2.0,1.0,-2,-2,1,-2,2
27543,1.5,1.5,1.0,2.0,1,1,-1,3,2
27544,-0.5,1.5,2.0,1.0,1,2,-1,-2,1
27545,-2.0,-0.5,1.0,2.0,-2,1,1,-1,2
27546,1.0,1.0,1.0,1.0,1,1,1,3,1
27547,6.0,-0.5,1.0,2.0,3,1,-1,3,2
27548,1.5,1.0,0.5,1.0,3,-1,1,1,2
27549,1.5,1.5,-0.5,1.0,1,1,1,1,1
27550,1.0,1.0,1.0,1.0,1,1,1,1,1
27551,-0.5,-0.5,-0.5,1.0,-1,1,-1,-1,1
27552,-0.5,6.0,1.0,0.5,-1,1,1,-1,1
27553,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
27554,-0.5,-0.5,-0.5,2.0,-1,1,-2,-2,1
27555,1.0,1.5,1.0,1.0,-1,2,1,-1,1
27556,1.0,1.0,1.0,1.0,1,1,1,3,1
27557,-0.5,-0.5,1.0,1.0,-2,1,-2,-2,1
27558,-0.5,1.0,0.5,1.0,1,1,-1,1,1
27559,1.0,1.0,1.0,0.5,1,1,-1,1,1
27560,-2.0,-0.5,1.0,1.0,-1,1,1,-1,2
27561,-0.5,1.0,1.0,1.0,1,1,1,-1,1
27562,-2.0,1.0,1.0,1.0,-2,2,1,-1,2
27563,1.5,6.0,-0.5,2.0,3,1,-1,-1,1
27564,1.0,-0.5,0.5,1.0,1,-1,1,3,2
27565,-0.5,-0.5,-0.5,2.0,1,1,-1,-1,1
27566,-0.5,1.0,-0.5,2.0,-1,1,-1,-1,2
27567,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
27568,1.0,1.0,1.0,2.0,1,1,-1,1,2
27569,1.0,1.0,1.0,2.0,1,1,-1,1,1
27570,-2.0,-2.0,2.0,1.0,1,1,-1,1,1
27571,-2.0,-0.5,1.0,1.0,-2,-2,1,-1,2
27572,-2.0,-2.0,-0.5,1.0,-2,-2,-2,-2,2
27573,-0.5,1.5,1.0,1.0,-1,1,1,-1,1
27574,-0.5,-0.5,-0.5,1.0,-1,1,1,-1,1
27575,-2.0,1.0,1.0,1.0,-1,2,1,-2,2
27576,-0.5,-0.5,1.0,0.5,-1,-1,-1,-1,2
27577,-2.0,-0.5,0.5,0.5,-2,1,1,-2,2
27578,-0.5,-2.0,-0.5,2.0,-1,1,-1,1,1
27579,1.5,1.5,0.5,1.0,3,1,-1,3,2
27580,1.0,1.0,-0.5,2.0,-1,-1,-1,-1,2
27581,-0.5,-0.5,-0.5,2.0,-2,1,-1,-1,1
27582,-0.5,-0.5,0.5,1.0,1,1,-1,-1,1
27583,-2.0,-2.0,1.0,0.5,-2,2,1,-2,2
27584,-0.5,-0.5,1.0,0.5,-1,1,1,-1,2
27585,-0.5,-2.0,2.0,1.0,-1,-1,-2,-1,2
27586,1.5,1.5,1.0,1.0,-2,2,1,-1,2
27587,1.0,-0.5,1.0,1.0,3,-1,-1,1,1
27588,-2.0,-0.5,1.0,0.5,-2,2,1,-2,1
27589,-0.5,1.0,1.0,1.0,-2,-2,1,-2,2
27590,1.0,1.5,1.0,1.0,1,-1,1,1,2
27591,1.0,-0.5,0.5,1.0,1,1,1,1,2
27592,-0.5,1.0,-0.5,1.0,1,1,-1,3,1
27593,1.0,-2.0,-0.5,2.0,1,1,-1,3,1
27594,1.0,1.0,1.0,0.5,1,1,1,1,1
27595,-2.0,1.0,1.0,2.0,-1,1,-1,-1,1
27596,1.5,1.5,0.5,2.0,3,-1,1,1,1
27597,-0.5,-0.5,-0.5,0.5,-1,2,1,-1,2
27598,1.0,-0.5,1.0,1.0,1,1,1,1,1
27599,1.0,1.0,0.5,1.0,1,-1,1,6,2
27600,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27601,-0.5,1.0,1.0,1.0,1,1,-2,1,1
27602,-0.5,1.5,1.0,1.0,1,-1,1,-1,1
27603,-2.0,1.0,1.0,0.5,-2,2,1,-2,2
27604,-2.0,1.0,1.0,0.5,-2,1,1,-2,2
27605,-2.0,-0.5,1.0,1.0,-2,2,1,-2,1
27606,1.5,1.0,-0.5,1.0,3,-1,-1,3,2
27607,-0.5,1.0,1.0,1.0,1,1,1,1,1
27608,1.0,-0.5,1.0,2.0,1,1,1,1,2
27609,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27610,-0.5,1.0,1.0,1.0,1,1,1,1,2
27611,-0.5,-0.5,0.5,2.0,6,-1,-1,3,1
27612,-0.5,1.5,0.5,1.0,1,1,1,-1,1
27613,-2.0,-2.0,1.0,0.5,-2,1,1,-2,2
27614,1.5,1.0,-0.5,2.0,3,-1,-2,3,2
27615,1.0,1.0,1.0,1.0,1,1,1,1,2
27616,1.0,1.0,0.5,2.0,1,1,-1,1,2
27617,1.5,1.0,1.0,2.0,1,1,-1,1,2
27618,-2.0,1.0,1.0,2.0,1,1,1,1,1
27619,-0.5,1.0,1.0,1.0,-2,-2,1,-2,2
27620,1.5,1.0,1.0,1.0,3,1,1,3,2
27621,-2.0,-0.5,1.0,1.0,-1,1,1,-1,2
27622,-0.5,1.0,1.0,1.0,1,1,1,-1,1
27623,1.0,1.5,-0.5,1.0,-1,1,1,-1,1
27624,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
27625,1.5,-0.5,-0.5,1.0,1,1,-1,1,2
27626,-0.5,1.0,0.5,2.0,1,1,1,-1,1
27627,-2.0,1.0,1.0,2.0,-2,1,-1,-2,2
27628,1.0,1.0,-0.5,1.0,3,1,-1,1,1
27629,1.0,1.0,1.0,1.0,1,1,1,1,2
27630,1.0,1.0,1.0,1.0,1,1,1,1,1
27631,-0.5,1.0,0.5,1.0,1,1,1,1,1
27632,-0.5,-0.5,1.0,1.0,3,1,-1,-1,1
27633,-2.0,-2.0,0.5,1.0,-2,1,1,-2,2
27634,1.0,1.0,1.0,2.0,1,1,1,1,2
27635,1.0,1.0,1.0,2.0,1,1,-1,3,2
27636,-0.5,1.0,-0.5,0.5,1,1,1,-1,1
27637,1.0,1.0,-0.5,1.0,-2,2,-1,-1,2
27638,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
27639,1.0,1.0,1.0,2.0,3,1,1,1,1
27640,-2.0,-0.5,1.0,1.0,-2,-2,1,-2,1
27641,-2.0,-2.0,1.0,1.0,6,1,-1,3,2
27642,-2.0,1.0,1.0,1.0,-1,1,1,-1,2
27643,-2.0,-0.5,1.0,1.0,-1,-2,-1,-2,2
27644,1.5,1.5,1.0,1.0,1,1,-1,-1,1
27645,1.0,-0.5,1.0,1.0,3,-1,-1,1,1
27646,-2.0,-0.5,1.0,1.0,-1,2,-1,-1,2
27647,1.0,1.0,2.0,0.5,1,1,1,1,1
27648,1.5,1.0,-0.5,1.0,1,1,1,1,1
27649,1.0,1.0,1.0,2.0,3,1,1,3,2
27650,-2.0,-0.5,1.0,1.0,1,2,1,-2,2
27651,-0.5,1.0,0.5,1.0,1,1,-2,-1,1
27652,1.0,1.0,1.0,1.0,1,1,-1,1,2
27653,-2.0,-0.5,-0.5,1.0,-2,2,1,-2,2
27654,-2.0,-0.5,1.0,2.0,-1,1,1,-1,1
27655,1.0,1.5,1.0,2.0,1,1,-1,1,1
27656,-0.5,1.0,0.5,2.0,1,1,-1,-1,2
27657,-0.5,-0.5,2.0,1.0,3,1,1,1,2
27658,-2.0,-0.5,1.0,2.0,1,1,-1,1,1
27659,1.0,1.0,1.0,2.0,3,1,-1,3,1
27660,-2.0,1.5,1.0,1.0,-2,2,1,-2,2
27661,-0.5,1.0,1.0,1.0,1,1,1,1,1
27662,1.0,1.0,1.0,1.0,1,1,1,1,1
27663,1.0,1.0,2.0,1.0,3,-2,-2,1,2
27664,1.5,-2.0,2.0,1.0,3,1,1,3,2
27665,1.0,1.5,1.0,2.0,3,-1,1,1,1
27666,-0.5,1.5,1.0,1.0,-1,1,1,-1,2
27667,1.0,-0.5,1.0,1.0,1,1,1,1,1
27668,-2.0,-0.5,0.5,0.5,-1,1,1,-2,2
27669,1.0,1.0,0.5,0.5,1,1,1,1,1
27670,1.0,1.0,1.0,1.0,-2,1,-2,1,2
27671,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
27672,1.5,1.5,2.0,1.0,3,-1,-1,3,2
27673,1.0,1.5,0.5,0.5,1,1,-1,-1,1
27674,1.0,-0.5,0.5,1.0,3,-1,-2,3,2
27675,-0.5,1.0,2.0,1.0,1,1,1,1,2
27676,-0.5,1.0,1.0,1.0,3,1,1,3,2
27677,1.0,1.0,1.0,1.0,-2,2,1,-2,2
27678,-0.5,-0.5,2.0,2.0,3,1,-1,-1,2
27679,1.0,1.0,1.0,2.0,3,1,-2,1,2
27680,1.5,1.0,0.5,2.0,1,-1,-1,3,1
27681,1.0,1.0,1.0,1.0,3,1,-1,1,1
27682,-2.0,1.0,1.0,1.0,1,1,1,-1,1
27683,1.0,1.0,0.5,2.0,3,1,-2,-1,2
27684,-0.5,-2.0,1.0,2.0,1,1,-1,-1,2
27685,1.0,1.5,1.0,1.0,3,-1,-1,3,2
27686,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
27687,-0.5,-0.5,1.0,2.0,-1,1,1,-1,1
27688,-0.5,1.0,0.5,2.0,-1,-2,-2,3,1
27689,-2.0,-0.5,0.5,1.0,-2,2,1,-2,2
27690,1.0,1.0,1.0,1.0,1,-1,-1,1,2
27691,1.5,1.0,1.0,2.0,1,-1,1,3,1
27692,-2.0,-2.0,2.0,1.0,-2,2,1,-1,1
27693,-0.5,1.0,1.0,0.5,1,1,1,-1,1
27694,-0.5,1.0,1.0,1.0,-1,1,-1,1,2
27695,-0.5,1.0,-0.5,1.0,-1,1,1,-1,2
27696,1.0,1.0,1.0,1.0,1,1,1,1,1
27697,-0.5,1.0,1.0,2.0,1,1,1,1,1
27698,-0.5,1.5,1.0,1.0,1,1,1,-1,1
27699,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
27700,1.0,-2.0,1.0,2.0,1,1,-1,1,1
27701,-2.0,1.0,1.0,1.0,-1,2,-1,-1,1
27702,1.0,1.0,1.0,1.0,1,1,1,1,1
27703,-0.5,-0.5,-0.5,1.0,-1,1,-1,-1,1
27704,-0.5,-0.5,1.0,1.0,-2,1,1,-1,1
27705,-0.5,1.5,1.0,1.0,-2,1,1,-1,1
27706,-0.5,-0.5,-0.5,1.0,1,1,1,-1,1
27707,-2.0,1.0,2.0,1.0,1,1,1,-2,1
27708,1.0,1.0,1.0,1.0,1,1,1,3,1
27709,1.0,-0.5,1.0,1.0,-1,1,1,-1,1
27710,-2.0,1.0,1.0,0.5,-2,1,-1,-1,2
27711,-2.0,-2.0,2.0,1.0,1,-1,-2,1,1
27712,-2.0,-0.5,2.0,1.0,1,1,1,1,1
27713,-2.0,-0.5,2.0,2.0,1,1,-1,1,2
27714,1.0,-0.5,2.0,2.0,3,1,1,3,2
27715,6.0,6.0,1.0,1.0,6,-2,1,6,2
27716,1.5,-0.5,1.0,1.0,3,1,-1,3,2
27717,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
27718,1.0,1.0,-0.5,2.0,1,1,-1,1,2
27719,-2.0,6.0,-2.0,2.0,-1,1,1,-1,2
27720,1.0,1.5,0.5,1.0,3,-1,-1,3,2
27721,-0.5,1.0,0.5,1.0,1,1,1,-1,1
27722,-0.5,1.0,0.5,1.0,3,-1,-2,3,2
27723,-0.5,-0.5,1.0,1.0,1,1,1,-1,1
27724,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
27725,1.0,1.0,1.0,1.0,1,1,1,1,1
27726,1.5,1.0,-0.5,2.0,6,1,-2,3,1
27727,-0.5,1.0,2.0,0.5,1,1,1,1,1
27728,-2.0,1.5,2.0,1.0,3,-1,-1,1,2
27729,1.0,-0.5,0.5,2.0,1,-1,-1,1,2
27730,-0.5,-0.5,2.0,0.5,-1,1,1,-1,2
27731,1.0,1.0,0.5,2.0,1,1,-1,3,2
27732,-0.5,1.0,1.0,1.0,1,1,1,-1,1
27733,1.5,1.0,-0.5,1.0,3,-1,-1,3,1
27734,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,2
27735,-0.5,1.5,1.0,0.5,-2,1,1,-2,2
27736,-2.0,1.0,0.5,0.5,-2,2,1,-1,2
27737,-0.5,-0.5,1.0,0.5,1,1,1,-1,2
27738,1.0,-0.5,0.5,2.0,1,1,1,3,2
27739,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
27740,-2.0,1.5,1.0,1.0,-1,1,1,-1,2
27741,1.5,1.0,0.5,2.0,1,1,-1,3,2
27742,-0.5,1.0,1.0,2.0,3,-1,-1,1,2
27743,1.0,1.5,1.0,1.0,1,1,1,1,1
27744,1.5,-0.5,-0.5,1.0,3,1,-1,1,1
27745,1.0,1.0,1.0,1.0,1,1,-1,1,2
27746,1.0,1.5,1.0,0.5,-1,-1,-1,-1,2
27747,1.0,1.5,1.0,1.0,1,1,1,3,1
27748,1.0,1.0,1.0,1.0,1,1,1,1,1
27749,1.0,1.0,1.0,1.0,1,1,1,1,1
27750,-2.0,1.0,-0.5,2.0,-2,-1,-1,-2,2
27751,1.5,1.0,-0.5,2.0,1,-1,-1,3,2
27752,-2.0,1.0,2.0,1.0,6,-1,-2,3,2
27753,1.0,1.0,2.0,1.0,6,2,-1,6,1
27754,1.0,1.0,-2.0,1.0,1,1,1,-1,1
27755,-0.5,1.0,1.0,1.0,-2,1,-1,-1,2
27756,-0.5,-0.5,1.0,2.0,-1,-1,-1,1,2
27757,-0.5,1.5,-0.5,2.0,1,1,-1,3,1
27758,-2.0,1.0,-0.5,0.5,-1,1,-1,-2,2
27759,1.0,1.0,0.5,1.0,1,-1,-1,1,1
27760,1.0,1.5,1.0,2.0,1,1,-1,1,1
27761,-0.5,1.0,1.0,1.0,-1,-1,1,-1,1
27762,-0.5,1.0,1.0,1.0,1,1,-1,1,2
27763,1.5,1.0,2.0,1.0,1,-1,-2,1,1
27764,1.0,1.0,1.0,1.0,1,1,1,1,1
27765,1.0,1.0,0.5,2.0,3,1,-1,3,1
27766,-0.5,-0.5,1.0,1.0,-2,1,1,-2,1
27767,1.5,6.0,2.0,1.0,3,-1,-2,3,1
27768,1.0,1.0,1.0,2.0,1,1,1,1,1
27769,1.0,1.0,1.0,0.5,1,1,1,-1,1
27770,-0.5,1.0,-0.5,2.0,1,-1,-1,1,2
27771,-0.5,1.5,-0.5,1.0,-2,1,1,-1,1
27772,-0.5,1.0,1.0,2.0,-1,1,1,3,1
27773,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
27774,1.5,1.0,-2.0,1.0,3,-1,-1,1,2
27775,1.0,1.0,1.0,0.5,1,1,1,1,2
27776,1.0,-0.5,-0.5,2.0,3,-1,-1,1,1
27777,-0.5,-0.5,0.5,1.0,3,-1,-1,1,1
27778,1.0,1.0,-0.5,2.0,1,1,-1,1,1
27779,-0.5,1.0,1.0,0.5,-1,1,1,-2,2
27780,1.0,1.0,0.5,1.0,1,1,-1,1,2
27781,-0.5,1.0,-0.5,1.0,-1,2,1,-1,2
27782,-0.5,1.0,0.5,1.0,1,1,-1,1,1
27783,-0.5,1.5,-0.5,1.0,3,-1,1,3,1
27784,-2.0,-0.5,1.0,0.5,-2,2,-1,-2,1
27785,-2.0,1.0,1.0,2.0,1,1,1,-2,1
27786,-0.5,1.0,1.0,0.5,-1,-1,1,-1,2
27787,-2.0,-0.5,2.0,0.5,-2,-1,1,-1,1
27788,-2.0,1.0,1.0,0.5,-2,1,1,-2,1
27789,1.0,1.5,1.0,1.0,-1,-2,-1,-1,2
27790,-2.0,-0.5,-0.5,1.0,-2,-1,-2,-2,2
27791,-0.5,1.0,0.5,1.0,-1,1,1,-2,2
27792,1.5,1.5,2.0,1.0,6,1,-2,3,2
27793,1.0,1.5,1.0,1.0,1,1,-1,1,1
27794,-2.0,-0.5,1.0,2.0,-2,1,1,-1,2
27795,1.0,1.0,1.0,2.0,1,1,-1,1,1
27796,-2.0,-2.0,-0.5,2.0,1,1,1,-2,2
27797,1.0,1.5,-0.5,2.0,3,-1,-1,3,2
27798,-0.5,1.0,-0.5,2.0,6,-1,-2,6,2
27799,1.5,1.0,-0.5,1.0,3,-1,-2,3,2
27800,1.0,-0.5,-0.5,1.0,1,1,-2,1,2
27801,-0.5,-0.5,1.0,1.0,1,1,2,-1,1
27802,1.0,-0.5,0.5,1.0,3,1,-1,1,2
27803,1.5,1.0,2.0,1.0,1,1,-2,3,2
27804,-0.5,1.0,0.5,0.5,1,1,1,-1,1
27805,-0.5,-2.0,0.5,1.0,-1,1,1,-1,1
27806,-0.5,-0.5,1.0,1.0,3,-1,-1,3,2
27807,-0.5,1.0,1.0,2.0,1,1,1,3,2
27808,1.0,1.0,1.0,1.0,-1,1,1,-1,2
27809,-0.5,-0.5,0.5,1.0,3,1,-1,3,1
27810,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
27811,-0.5,1.0,1.0,1.0,1,1,-1,1,2
27812,1.5,-0.5,0.5,0.5,3,1,1,3,1
27813,-0.5,1.5,1.0,2.0,1,1,-1,1,1
27814,-2.0,1.5,1.0,1.0,-2,2,1,-2,2
27815,-0.5,1.0,1.0,2.0,-2,1,-1,-1,2
27816,-0.5,-2.0,1.0,2.0,-1,1,1,-2,2
27817,-0.5,1.0,1.0,0.5,1,1,1,-1,2
27818,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27819,1.0,1.0,0.5,2.0,1,-1,-1,1,2
27820,-2.0,-2.0,-0.5,0.5,-2,1,1,-2,2
27821,1.0,1.0,1.0,1.0,1,1,1,1,1
27822,1.5,1.5,0.5,1.0,1,1,-1,3,2
27823,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
27824,-2.0,1.5,1.0,1.0,-2,2,1,-2,2
27825,1.0,1.0,1.0,2.0,3,1,-1,1,2
27826,-0.5,-2.0,1.0,0.5,-1,1,1,-1,1
27827,1.0,1.0,-0.5,2.0,1,1,-1,3,2
27828,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
27829,1.0,1.0,1.0,1.0,1,1,1,1,1
27830,1.0,-0.5,-0.5,2.0,-1,-1,-1,-2,1
27831,-0.5,1.0,-0.5,0.5,1,1,1,-1,1
27832,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
27833,1.0,1.0,1.0,1.0,1,1,1,1,1
27834,1.0,1.0,0.5,2.0,1,1,1,1,1
27835,-2.0,-0.5,1.0,1.0,1,1,-1,3,2
27836,-0.5,1.0,-0.5,1.0,-1,1,1,1,1
27837,1.0,1.0,1.0,1.0,1,1,1,1,1
27838,-0.5,1.5,2.0,1.0,3,1,1,3,2
27839,1.0,1.0,1.0,1.0,1,1,1,1,1
27840,-0.5,1.0,1.0,0.5,-1,1,1,-1,1
27841,1.0,1.0,0.5,2.0,3,-1,-1,1,1
27842,1.0,6.0,1.0,2.0,-2,1,-1,-1,1
27843,-0.5,1.5,0.5,0.5,-1,1,1,-1,1
